audit_id,fold,source_group,image_name,original_image,rendered_image,person_count,label_evidence_count,sampling_stratum,selection_seed
W0011,2,10_tunnel,10_tunnel (173).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (173).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0011_10_tunnel (173).jpg,9,14,people_4+__evidence_10+,20260827
W0012,2,10_tunnel,10_tunnel (191).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (191).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0012_10_tunnel (191).jpg,4,8,people_4+__evidence_5-9,20260827
W0013,2,10_tunnel,10_tunnel (196).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (196).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0013_10_tunnel (196).jpg,3,6,people_2-3__evidence_5-9,20260827
W0014,2,10_tunnel,10_tunnel (20).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (20).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0014_10_tunnel (20).jpg,7,10,people_4+__evidence_10+,20260827
W0015,2,10_tunnel,10_tunnel (38).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (38).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0015_10_tunnel (38).jpg,2,3,people_2-3__evidence_1-4,20260827
W0016,2,10_tunnel,10_tunnel (46).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (46).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0016_10_tunnel (46).jpg,5,5,people_4+__evidence_5-9,20260827
W0017,2,10_tunnel,10_tunnel (50).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (50).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0017_10_tunnel (50).jpg,2,3,people_2-3__evidence_1-4,20260827
W0018,2,10_tunnel,10_tunnel (54).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (54).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0018_10_tunnel (54).jpg,1,2,people_single__evidence_1-4,20260827
W0019,2,10_tunnel,10_tunnel (6).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (6).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0019_10_tunnel (6).jpg,1,2,people_single__evidence_1-4,20260827
W0020,2,10_tunnel,10_tunnel (66).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\10_tunnel (66).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0020_10_tunnel (66).jpg,1,2,people_single__evidence_1-4,20260827
W0021,0,11_tunnel,11_tunnel (1044).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (1044).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0021_11_tunnel (1044).jpg,3,6,people_2-3__evidence_5-9,20260827
W0022,0,11_tunnel,11_tunnel (1174).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (1174).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0022_11_tunnel (1174).jpg,1,0,people_single__evidence_none,20260827
W0023,0,11_tunnel,11_tunnel (156).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (156).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0023_11_tunnel (156).jpg,2,5,people_2-3__evidence_5-9,20260827
W0024,0,11_tunnel,11_tunnel (232).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (232).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0024_11_tunnel (232).jpg,1,2,people_single__evidence_1-4,20260827
W0025,0,11_tunnel,11_tunnel (242).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (242).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0025_11_tunnel (242).jpg,4,8,people_4+__evidence_5-9,20260827
W0026,0,11_tunnel,11_tunnel (297).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (297).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0026_11_tunnel (297).jpg,4,4,people_4+__evidence_1-4,20260827
W0027,0,11_tunnel,11_tunnel (318).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (318).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0027_11_tunnel (318).jpg,1,2,people_single__evidence_1-4,20260827
W0028,0,11_tunnel,11_tunnel (328).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (328).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0028_11_tunnel (328).jpg,6,10,people_4+__evidence_10+,20260827
W0029,0,11_tunnel,11_tunnel (457).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (457).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0029_11_tunnel (457).jpg,6,11,people_4+__evidence_10+,20260827
W0030,0,11_tunnel,11_tunnel (543).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (543).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0030_11_tunnel (543).jpg,5,5,people_4+__evidence_5-9,20260827
W0031,0,11_tunnel,11_tunnel (547).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (547).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0031_11_tunnel (547).jpg,1,2,people_single__evidence_1-4,20260827
W0032,0,11_tunnel,11_tunnel (794).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (794).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0032_11_tunnel (794).jpg,5,3,people_4+__evidence_1-4,20260827
W0033,0,11_tunnel,11_tunnel (799).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (799).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0033_11_tunnel (799).jpg,4,8,people_4+__evidence_5-9,20260827
W0034,0,11_tunnel,11_tunnel (866).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (866).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0034_11_tunnel (866).jpg,4,3,people_4+__evidence_1-4,20260827
W0035,0,11_tunnel,11_tunnel (914).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (914).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0035_11_tunnel (914).jpg,1,2,people_single__evidence_1-4,20260827
W0036,0,11_tunnel,11_tunnel (944).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (944).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0036_11_tunnel (944).jpg,7,12,people_4+__evidence_10+,20260827
W0037,0,11_tunnel,11_tunnel (96).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (96).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0037_11_tunnel (96).jpg,2,4,people_2-3__evidence_1-4,20260827
W0038,0,11_tunnel,11_tunnel (961).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (961).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0038_11_tunnel (961).jpg,2,3,people_2-3__evidence_1-4,20260827
W0039,0,11_tunnel,11_tunnel (98).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (98).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0039_11_tunnel (98).jpg,2,4,people_2-3__evidence_1-4,20260827
W0040,0,11_tunnel,11_tunnel (988).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold0\images\test\11_tunnel (988).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0040_11_tunnel (988).jpg,3,5,people_2-3__evidence_5-9,20260827
W0041,1,1_tunnel,1_tunnel (106).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (106).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0041_1_tunnel (106).jpg,2,0,people_2-3__evidence_none,20260827
W0042,1,1_tunnel,1_tunnel (110).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (110).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0042_1_tunnel (110).jpg,5,2,people_4+__evidence_1-4,20260827
W0043,1,1_tunnel,1_tunnel (113).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (113).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0043_1_tunnel (113).jpg,3,0,people_2-3__evidence_none,20260827
W0044,1,1_tunnel,1_tunnel (121).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (121).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0044_1_tunnel (121).jpg,2,5,people_2-3__evidence_5-9,20260827
W0045,1,1_tunnel,1_tunnel (124).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (124).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0045_1_tunnel (124).jpg,4,4,people_4+__evidence_1-4,20260827
W0046,1,1_tunnel,1_tunnel (125).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (125).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0046_1_tunnel (125).jpg,4,6,people_4+__evidence_5-9,20260827
W0047,1,1_tunnel,1_tunnel (128).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (128).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0047_1_tunnel (128).jpg,3,3,people_2-3__evidence_1-4,20260827
W0048,1,1_tunnel,1_tunnel (146).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (146).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0048_1_tunnel (146).jpg,3,7,people_2-3__evidence_5-9,20260827
W0049,1,1_tunnel,1_tunnel (152).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (152).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0049_1_tunnel (152).jpg,2,3,people_2-3__evidence_1-4,20260827
W0050,1,1_tunnel,1_tunnel (153).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (153).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0050_1_tunnel (153).jpg,1,2,people_single__evidence_1-4,20260827
W0051,1,1_tunnel,1_tunnel (164).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (164).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0051_1_tunnel (164).jpg,5,11,people_4+__evidence_10+,20260827
W0052,1,1_tunnel,1_tunnel (165).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (165).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0052_1_tunnel (165).jpg,3,5,people_2-3__evidence_5-9,20260827
W0053,1,1_tunnel,1_tunnel (167).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (167).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0053_1_tunnel (167).jpg,4,9,people_4+__evidence_5-9,20260827
W0054,1,1_tunnel,1_tunnel (168).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (168).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0054_1_tunnel (168).jpg,5,8,people_4+__evidence_5-9,20260827
W0055,1,1_tunnel,1_tunnel (170).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (170).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0055_1_tunnel (170).jpg,3,3,people_2-3__evidence_1-4,20260827
W0056,1,1_tunnel,1_tunnel (179).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (179).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0056_1_tunnel (179).jpg,5,4,people_4+__evidence_1-4,20260827
W0057,1,1_tunnel,1_tunnel (202).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (202).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0057_1_tunnel (202).jpg,1,1,people_single__evidence_1-4,20260827
W0058,1,1_tunnel,1_tunnel (216).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (216).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0058_1_tunnel (216).jpg,1,2,people_single__evidence_1-4,20260827
W0059,1,1_tunnel,1_tunnel (220).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (220).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0059_1_tunnel (220).jpg,1,0,people_single__evidence_none,20260827
W0060,1,1_tunnel,1_tunnel (235).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\1_tunnel (235).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0060_1_tunnel (235).jpg,1,0,people_single__evidence_none,20260827
W0061,1,2_tunnel,2_tunnel (1).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (1).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0061_2_tunnel (1).jpg,6,11,people_4+__evidence_10+,20260827
W0062,1,2_tunnel,2_tunnel (111).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (111).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0062_2_tunnel (111).jpg,3,5,people_2-3__evidence_5-9,20260827
W0063,1,2_tunnel,2_tunnel (113).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (113).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0063_2_tunnel (113).jpg,5,8,people_4+__evidence_5-9,20260827
W0064,1,2_tunnel,2_tunnel (120).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (120).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0064_2_tunnel (120).jpg,2,3,people_2-3__evidence_1-4,20260827
W0065,1,2_tunnel,2_tunnel (121).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (121).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0065_2_tunnel (121).jpg,2,4,people_2-3__evidence_1-4,20260827
W0066,1,2_tunnel,2_tunnel (126).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (126).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0066_2_tunnel (126).jpg,1,2,people_single__evidence_1-4,20260827
W0067,1,2_tunnel,2_tunnel (130).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (130).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0067_2_tunnel (130).jpg,1,1,people_single__evidence_1-4,20260827
W0068,1,2_tunnel,2_tunnel (145).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (145).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0068_2_tunnel (145).jpg,3,5,people_2-3__evidence_5-9,20260827
W0069,1,2_tunnel,2_tunnel (151).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (151).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0069_2_tunnel (151).jpg,1,1,people_single__evidence_1-4,20260827
W0070,1,2_tunnel,2_tunnel (168).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (168).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0070_2_tunnel (168).jpg,1,0,people_single__evidence_none,20260827
W0071,1,2_tunnel,2_tunnel (169).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (169).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0071_2_tunnel (169).jpg,1,0,people_single__evidence_none,20260827
W0072,1,2_tunnel,2_tunnel (17).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (17).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0072_2_tunnel (17).jpg,4,6,people_4+__evidence_5-9,20260827
W0073,1,2_tunnel,2_tunnel (18).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (18).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0073_2_tunnel (18).jpg,6,7,people_4+__evidence_5-9,20260827
W0074,1,2_tunnel,2_tunnel (21).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (21).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0074_2_tunnel (21).jpg,5,11,people_4+__evidence_10+,20260827
W0075,1,2_tunnel,2_tunnel (32).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (32).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0075_2_tunnel (32).jpg,3,5,people_2-3__evidence_5-9,20260827
W0076,1,2_tunnel,2_tunnel (4).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (4).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0076_2_tunnel (4).jpg,8,10,people_4+__evidence_10+,20260827
W0077,1,2_tunnel,2_tunnel (41).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (41).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0077_2_tunnel (41).jpg,2,4,people_2-3__evidence_1-4,20260827
W0078,1,2_tunnel,2_tunnel (84).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (84).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0078_2_tunnel (84).jpg,3,0,people_2-3__evidence_none,20260827
W0079,1,2_tunnel,2_tunnel (86).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (86).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0079_2_tunnel (86).jpg,4,3,people_4+__evidence_1-4,20260827
W0080,1,2_tunnel,2_tunnel (89).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold1\images\test\2_tunnel (89).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0080_2_tunnel (89).jpg,4,4,people_4+__evidence_1-4,20260827
W0081,2,3_tunnel,3_tunnel (108).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (108).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0081_3_tunnel (108).jpg,4,0,people_4+__evidence_none,20260827
W0082,2,3_tunnel,3_tunnel (109).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (109).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0082_3_tunnel (109).jpg,1,1,people_single__evidence_1-4,20260827
W0083,2,3_tunnel,3_tunnel (115).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (115).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0083_3_tunnel (115).jpg,2,3,people_2-3__evidence_1-4,20260827
W0084,2,3_tunnel,3_tunnel (125).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (125).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0084_3_tunnel (125).jpg,1,2,people_single__evidence_1-4,20260827
W0085,2,3_tunnel,3_tunnel (137).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (137).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0085_3_tunnel (137).jpg,6,12,people_4+__evidence_10+,20260827
W0086,2,3_tunnel,3_tunnel (153).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (153).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0086_3_tunnel (153).jpg,5,1,people_4+__evidence_1-4,20260827
W0087,2,3_tunnel,3_tunnel (157).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (157).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0087_3_tunnel (157).jpg,1,2,people_single__evidence_1-4,20260827
W0088,2,3_tunnel,3_tunnel (172).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (172).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0088_3_tunnel (172).jpg,2,0,people_2-3__evidence_none,20260827
W0089,2,3_tunnel,3_tunnel (177).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (177).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0089_3_tunnel (177).jpg,10,0,people_4+__evidence_none,20260827
W0090,2,3_tunnel,3_tunnel (178).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (178).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0090_3_tunnel (178).jpg,2,0,people_2-3__evidence_none,20260827
W0091,2,3_tunnel,3_tunnel (190).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (190).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0091_3_tunnel (190).jpg,3,6,people_2-3__evidence_5-9,20260827
W0092,2,3_tunnel,3_tunnel (192).jpg,D:\ppe_pilot\source_disjoint_protocol_20260805_v3\rate_10pct\seed0\fold2\images\test\3_tunnel (192).jpg,audit\independent_worker_state_random_20260827_v1\annotated_images\W0092_3_tunnel (192).jpg,3,5,people_2-3__evidence_5-9,20260827
